YM,YEAR,REGION,DRUG,ITEMS,COST
202304,2023,LONDON,Amitriptyline hydrochloride,107616,142186.53999999995
202305,2023,LONDON,Amitriptyline hydrochloride,115142,154734.2200000001
202306,2023,LONDON,Amitriptyline hydrochloride,116035,153414.61000000007
202307,2023,LONDON,Amitriptyline hydrochloride,114835,150343.2
202308,2023,LONDON,Amitriptyline hydrochloride,115959,152009.40000000002
202309,2023,LONDON,Amitriptyline hydrochloride,114807,146640.05999999997
202310,2023,LONDON,Amitriptyline hydrochloride,118186,136403.65000000002
202311,2023,LONDON,Amitriptyline hydrochloride,119045,136031.67000000004
202312,2023,LONDON,Amitriptyline hydrochloride,116353,137331.48
202401,2024,LONDON,Amitriptyline hydrochloride,122644,144430.83000000002
202402,2024,LONDON,Amitriptyline hydrochloride,115210,133213.47000000006
202403,2024,LONDON,Amitriptyline hydrochloride,117758,138532.05000000002
202404,2024,LONDON,Amitriptyline hydrochloride,121256,133816.28999999992
202405,2024,LONDON,Amitriptyline hydrochloride,124340,138303.26000000004
202406,2024,LONDON,Amitriptyline hydrochloride,116384,129770.68999999989
202407,2024,LONDON,Amitriptyline hydrochloride,127339,171582.36000000004
202408,2024,LONDON,Amitriptyline hydrochloride,121387,139988.06999999998
202409,2024,LONDON,Amitriptyline hydrochloride,120939,139874.42
202410,2024,LONDON,Amitriptyline hydrochloride,127771,131457.53000000003
202411,2024,LONDON,Amitriptyline hydrochloride,125294,127936.79999999999
202412,2024,LONDON,Amitriptyline hydrochloride,125314,129174.47000000009
202101,2021,MIDLANDS,Amitriptyline hydrochloride,238653,513981.17000000086
202102,2021,MIDLANDS,Amitriptyline hydrochloride,225482,487775.6900000015
202103,2021,MIDLANDS,Amitriptyline hydrochloride,253726,542932.5500000011
202104,2021,MIDLANDS,Amitriptyline hydrochloride,247021,537471.4599999997
202105,2021,MIDLANDS,Amitriptyline hydrochloride,233691,506758.25999999966
202106,2021,MIDLANDS,Amitriptyline hydrochloride,248611,539763.8999999998
202107,2021,MIDLANDS,Amitriptyline hydrochloride,247603,483482.23000000016
202108,2021,MIDLANDS,Amitriptyline hydrochloride,237047,462258.10000000015
202109,2021,MIDLANDS,Amitriptyline hydrochloride,251678,489566.12999999995
202110,2021,MIDLANDS,Amitriptyline hydrochloride,239475,421617.1599999999
202111,2021,MIDLANDS,Amitriptyline hydrochloride,249836,439856.01999999996
202112,2021,MIDLANDS,Amitriptyline hydrochloride,261167,465915.7100000001
202201,2022,MIDLANDS,Amitriptyline hydrochloride,247607,383244.46000000014
202202,2022,MIDLANDS,Amitriptyline hydrochloride,232709,359169.88999999996
202203,2022,MIDLANDS,Amitriptyline hydrochloride,264218,408878.56000000006
202204,2022,MIDLANDS,Amitriptyline hydrochloride,244866,380267.22000000003
202205,2022,MIDLANDS,Amitriptyline hydrochloride,256774,396931.2299999999
202206,2022,MIDLANDS,Amitriptyline hydrochloride,248168,386889.54000000004
202207,2022,MIDLANDS,Amitriptyline hydrochloride,251816,351412.87999999995
202208,2022,MIDLANDS,Amitriptyline hydrochloride,260267,357789.87999999995
202209,2022,MIDLANDS,Amitriptyline hydrochloride,258894,360503.0199999999
202210,2022,MIDLANDS,Amitriptyline hydrochloride,256065,362611.27
202211,2022,MIDLANDS,Amitriptyline hydrochloride,264812,373498.08
202212,2022,MIDLANDS,Amitriptyline hydrochloride,264565,384945.9300000001
202301,2023,MIDLANDS,Amitriptyline hydrochloride,264876,402470.44999999995
202302,2023,MIDLANDS,Amitriptyline hydrochloride,244235,369296.20999999985
202303,2023,MIDLANDS,Amitriptyline hydrochloride,278660,424576.24
202304,2023,MIDLANDS,Amitriptyline hydrochloride,248575,384402.79000000015
202305,2023,MIDLANDS,Amitriptyline hydrochloride,267424,410491.39000000025
202306,2023,MIDLANDS,Amitriptyline hydrochloride,270751,415735.2400000002
202307,2023,MIDLANDS,Amitriptyline hydrochloride,262776,391817.1299999998
202308,2023,MIDLANDS,Amitriptyline hydrochloride,271152,408719.35000000015
202309,2023,MIDLANDS,Amitriptyline hydrochloride,264775,396572.51999999984
202310,2023,MIDLANDS,Amitriptyline hydrochloride,269264,362814.0700000003
202311,2023,MIDLANDS,Amitriptyline hydrochloride,272113,365942.1999999999
202312,2023,MIDLANDS,Amitriptyline hydrochloride,270578,366347.47999999975
202401,2024,MIDLANDS,Amitriptyline hydrochloride,279310,381189.7999999999
202402,2024,MIDLANDS,Amitriptyline hydrochloride,262718,355490.35000000003
202403,2024,MIDLANDS,Amitriptyline hydrochloride,265487,364209.8200000001
202404,2024,MIDLANDS,Amitriptyline hydrochloride,276350,356078.92999999993
202405,2024,MIDLANDS,Amitriptyline hydrochloride,282247,363631.4199999999
202406,2024,MIDLANDS,Amitriptyline hydrochloride,260593,337593.86
202407,2024,MIDLANDS,Amitriptyline hydrochloride,285436,453315.08999999997
202408,2024,MIDLANDS,Amitriptyline hydrochloride,274621,369991.69000000006
202409,2024,MIDLANDS,Amitriptyline hydrochloride,269599,362653.2399999999
202410,2024,MIDLANDS,Amitriptyline hydrochloride,286153,340938.87999999995
202411,2024,MIDLANDS,Amitriptyline hydrochloride,273497,324026.7199999999
202412,2024,MIDLANDS,Amitriptyline hydrochloride,280732,336521.01999999996
202101,2021,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,255754,501037.42000000115
202102,2021,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,242873,471060.96000000107
202103,2021,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,274223,536989.7700000008
202104,2021,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,262668,520350.24999999994
202105,2021,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,249855,493746.4200000003
202106,2021,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,267143,533125.38
202107,2021,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,263844,472367.2000000001
202108,2021,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,255139,454242.97000000026
202109,2021,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,265807,473145.63000000006
202110,2021,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,255712,413992.19000000006
202111,2021,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,264597,429779.17999999976
202112,2021,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,277242,450492.2300000003
202201,2022,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,261149,373348.35999999975
202202,2022,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,246754,352740.95999999985
202203,2022,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,278750,397063.4899999999
202204,2022,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,261353,369498.24999999965
202205,2022,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,270475,384923.31999999983
202206,2022,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,262166,375340.4799999998
202207,2022,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,257425,326841.47
202208,2022,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,265550,341413.61
202209,2022,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,263600,340284.45999999985
202210,2022,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,262370,340821.8899999999
202211,2022,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,268846,350553.42999999993
202212,2022,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,269085,360975.55
202301,2023,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,269701,374751.6799999999
202302,2023,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,248143,343666.57999999996
202303,2023,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,283595,396293.8099999999
202304,2023,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,254058,354158.6500000002
202305,2023,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,270321,378942.36000000004
202306,2023,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,276015,388040.48000000004
202307,2023,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,266833,361879.25
202308,2023,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,276129,378937.4200000001
202309,2023,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,268921,364191.7000000002
202310,2023,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,275318,341024.61000000004
202311,2023,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,276118,341882.0500000001
202312,2023,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,273415,343684.84000000026
202401,2024,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,284090,355988.6099999999
202402,2024,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,268026,335434.85999999987
202403,2024,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,271445,339737.84999999974
202404,2024,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,282742,334042.8800000001
202405,2024,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,287446,341795.77
202406,2024,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,265815,314993.55
202407,2024,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,291990,423304.8200000001
202408,2024,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,280318,343796.4599999998
202409,2024,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,275578,336779.63999999984
202410,2024,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,291654,313372.20999999985
202411,2024,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,279650,303546.06999999983
202412,2024,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,286115,313745.52
202101,2021,NORTH WEST,Amitriptyline hydrochloride,164474,350187.78000000084
202102,2021,NORTH WEST,Amitriptyline hydrochloride,157266,335613.6200000009
202103,2021,NORTH WEST,Amitriptyline hydrochloride,177208,377811.8900000007
202104,2021,NORTH WEST,Amitriptyline hydrochloride,171504,368203.5699999998
202105,2021,NORTH WEST,Amitriptyline hydrochloride,161645,348296.50999999995
202106,2021,NORTH WEST,Amitriptyline hydrochloride,173086,372391.7099999999
202107,2021,NORTH WEST,Amitriptyline hydrochloride,171535,334616.92000000016
202108,2021,NORTH WEST,Amitriptyline hydrochloride,164358,318351.82999999996
202109,2021,NORTH WEST,Amitriptyline hydrochloride,173667,337377.77000000014
202110,2021,NORTH WEST,Amitriptyline hydrochloride,165892,291257.1000000001
202111,2021,NORTH WEST,Amitriptyline hydrochloride,171928,301734.7200000002
202112,2021,NORTH WEST,Amitriptyline hydrochloride,179954,318109.9300000001
202201,2022,NORTH WEST,Amitriptyline hydrochloride,169460,262759.07
202202,2022,NORTH WEST,Amitriptyline hydrochloride,158986,243920.96
202203,2022,NORTH WEST,Amitriptyline hydrochloride,182853,281188.79999999976
202204,2022,NORTH WEST,Amitriptyline hydrochloride,169543,259080.32000000004
202205,2022,NORTH WEST,Amitriptyline hydrochloride,175449,267595.43999999994
202206,2022,NORTH WEST,Amitriptyline hydrochloride,171376,262012.99999999988
202207,2022,NORTH WEST,Amitriptyline hydrochloride,169815,232188.14000000004
202208,2022,NORTH WEST,Amitriptyline hydrochloride,174386,237572.53999999992
202209,2022,NORTH WEST,Amitriptyline hydrochloride,175098,239025.07000000004
202210,2022,NORTH WEST,Amitriptyline hydrochloride,170827,238731.23000000007
202211,2022,NORTH WEST,Amitriptyline hydrochloride,176472,246823.79000000024
202212,2022,NORTH WEST,Amitriptyline hydrochloride,177492,255070.17999999993
202301,2023,NORTH WEST,Amitriptyline hydrochloride,176717,262362.9100000001
202302,2023,NORTH WEST,Amitriptyline hydrochloride,163149,239861.88999999993
202303,2023,NORTH WEST,Amitriptyline hydrochloride,188258,276809.93999999994
202304,2023,NORTH WEST,Amitriptyline hydrochloride,167729,250086.66000000012
202305,2023,NORTH WEST,Amitriptyline hydrochloride,177664,264721.9300000001
202306,2023,NORTH WEST,Amitriptyline hydrochloride,180592,269058.54000000004
202307,2023,NORTH WEST,Amitriptyline hydrochloride,176015,254267.5
202308,2023,NORTH WEST,Amitriptyline hydrochloride,180867,260562.1699999999
202309,2023,NORTH WEST,Amitriptyline hydrochloride,176415,253463.53
202310,2023,NORTH WEST,Amitriptyline hydrochloride,179379,234463.31000000003
202311,2023,NORTH WEST,Amitriptyline hydrochloride,181383,236549.9000000001
202312,2023,NORTH WEST,Amitriptyline hydrochloride,180110,234535.57000000012
202401,2024,NORTH WEST,Amitriptyline hydrochloride,184933,240699.37999999992
202402,2024,NORTH WEST,Amitriptyline hydrochloride,174510,226666.1399999998
202403,2024,NORTH WEST,Amitriptyline hydrochloride,177227,231333.6599999999
202404,2024,NORTH WEST,Amitriptyline hydrochloride,183175,227432.11999999994
202405,2024,NORTH WEST,Amitriptyline hydrochloride,187703,233913.77999999994
202406,2024,NORTH WEST,Amitriptyline hydrochloride,173660,214948.81999999986
202407,2024,NORTH WEST,Amitriptyline hydrochloride,189215,291751.5300000001
202408,2024,NORTH WEST,Amitriptyline hydrochloride,182368,236884.6499999999
202409,2024,NORTH WEST,Amitriptyline hydrochloride,178007,232712.94
202410,2024,NORTH WEST,Amitriptyline hydrochloride,191392,220198.3399999999
202411,2024,NORTH WEST,Amitriptyline hydrochloride,180472,208762.78999999995
202412,2024,NORTH WEST,Amitriptyline hydrochloride,187482,219708.15000000002
202101,2021,SOUTH EAST,Amitriptyline hydrochloride,154464,376652.4300000007
202102,2021,SOUTH EAST,Amitriptyline hydrochloride,146011,354343.28000000067
202103,2021,SOUTH EAST,Amitriptyline hydrochloride,164205,397894.0900000007
202104,2021,SOUTH EAST,Amitriptyline hydrochloride,156785,385658.9200000001
202105,2021,SOUTH EAST,Amitriptyline hydrochloride,151371,372369.92000000016
202106,2021,SOUTH EAST,Amitriptyline hydrochloride,159334,389728.33000000025
202107,2021,SOUTH EAST,Amitriptyline hydrochloride,159940,354401.08
202108,2021,SOUTH EAST,Amitriptyline hydrochloride,151735,339930.02000000014
202109,2021,SOUTH EAST,Amitriptyline hydrochloride,159356,350875.4
202110,2021,SOUTH EAST,Amitriptyline hydrochloride,153387,308505.41000000003
202111,2021,SOUTH EAST,Amitriptyline hydrochloride,159130,321832.5900000001
202112,2021,SOUTH EAST,Amitriptyline hydrochloride,168573,345429.7699999999
202201,2022,SOUTH EAST,Amitriptyline hydrochloride,157843,283545.43
202202,2022,SOUTH EAST,Amitriptyline hydrochloride,148893,264971.9
202203,2022,SOUTH EAST,Amitriptyline hydrochloride,168210,300414.34
202204,2022,SOUTH EAST,Amitriptyline hydrochloride,156368,273800.9499999999
202205,2022,SOUTH EAST,Amitriptyline hydrochloride,163127,287020.6799999999
202206,2022,SOUTH EAST,Amitriptyline hydrochloride,158006,276320.5200000001
202207,2022,SOUTH EAST,Amitriptyline hydrochloride,156001,248570.09999999995
202208,2022,SOUTH EAST,Amitriptyline hydrochloride,160161,256939.86000000004
202209,2022,SOUTH EAST,Amitriptyline hydrochloride,159459,250355.9700000001
202210,2022,SOUTH EAST,Amitriptyline hydrochloride,158953,260884.72000000012
202211,2022,SOUTH EAST,Amitriptyline hydrochloride,162308,262520.26000000007
202212,2022,SOUTH EAST,Amitriptyline hydrochloride,163276,272849.14999999985
202301,2023,SOUTH EAST,Amitriptyline hydrochloride,163121,284278.1099999998
202302,2023,SOUTH EAST,Amitriptyline hydrochloride,149723,258310.08999999994
202303,2023,SOUTH EAST,Amitriptyline hydrochloride,171128,293869.06999999995
202304,2023,SOUTH EAST,Amitriptyline hydrochloride,154845,269386.62000000005
202305,2023,SOUTH EAST,Amitriptyline hydrochloride,164130,286853.7500000001
202306,2023,SOUTH EAST,Amitriptyline hydrochloride,165129,287919.0600000002
202307,2023,SOUTH EAST,Amitriptyline hydrochloride,161099,270100.7399999999
202308,2023,SOUTH EAST,Amitriptyline hydrochloride,165083,277423.48
202309,2023,SOUTH EAST,Amitriptyline hydrochloride,161919,271362.2000000001
202310,2023,SOUTH EAST,Amitriptyline hydrochloride,164663,247834.26
202311,2023,SOUTH EAST,Amitriptyline hydrochloride,166749,251993.7899999998
202312,2023,SOUTH EAST,Amitriptyline hydrochloride,167251,255672.34000000008
202401,2024,SOUTH EAST,Amitriptyline hydrochloride,170604,264094.89999999997
202402,2024,SOUTH EAST,Amitriptyline hydrochloride,160648,245151.98999999996
202403,2024,SOUTH EAST,Amitriptyline hydrochloride,163076,250160.32999999996
202404,2024,SOUTH EAST,Amitriptyline hydrochloride,168052,244781.6199999998
202405,2024,SOUTH EAST,Amitriptyline hydrochloride,171780,250600.3399999999
202406,2024,SOUTH EAST,Amitriptyline hydrochloride,160144,235733.05
202407,2024,SOUTH EAST,Amitriptyline hydrochloride,173417,312757.1300000001
202408,2024,SOUTH EAST,Amitriptyline hydrochloride,167066,254038.62
202409,2024,SOUTH EAST,Amitriptyline hydrochloride,164208,249563.18999999997
202410,2024,SOUTH EAST,Amitriptyline hydrochloride,173107,234132.68000000002
202411,2024,SOUTH EAST,Amitriptyline hydrochloride,167166,225984.99999999994
202412,2024,SOUTH EAST,Amitriptyline hydrochloride,171613,232489.9400000001
202101,2021,SOUTH WEST,Amitriptyline hydrochloride,141832,324262.44000000035
202102,2021,SOUTH WEST,Amitriptyline hydrochloride,133384,302348.9700000005
202103,2021,SOUTH WEST,Amitriptyline hydrochloride,150253,340477.50000000023
202104,2021,SOUTH WEST,Amitriptyline hydrochloride,145653,332035.76999999996
202105,2021,SOUTH WEST,Amitriptyline hydrochloride,139188,320692.8199999999
202106,2021,SOUTH WEST,Amitriptyline hydrochloride,145708,333898.09999999986
202107,2021,SOUTH WEST,Amitriptyline hydrochloride,146148,304107.0099999998
202108,2021,SOUTH WEST,Amitriptyline hydrochloride,139201,288972.61000000016
202109,2021,SOUTH WEST,Amitriptyline hydrochloride,145912,303383.2000000001
202110,2021,SOUTH WEST,Amitriptyline hydrochloride,138430,258669.40999999992
202111,2021,SOUTH WEST,Amitriptyline hydrochloride,146069,276563.1400000001
202112,2021,SOUTH WEST,Amitriptyline hydrochloride,153389,292997.07
202201,2022,SOUTH WEST,Amitriptyline hydrochloride,143166,237930.69
202202,2022,SOUTH WEST,Amitriptyline hydrochloride,133776,224009.29999999993
202203,2022,SOUTH WEST,Amitriptyline hydrochloride,152328,252876.1700000001
202204,2022,SOUTH WEST,Amitriptyline hydrochloride,142695,237610.4099999998
202205,2022,SOUTH WEST,Amitriptyline hydrochloride,147302,242436.7099999999
202206,2022,SOUTH WEST,Amitriptyline hydrochloride,141860,235042.7000000001
202207,2022,SOUTH WEST,Amitriptyline hydrochloride,141144,209442.06000000006
202208,2022,SOUTH WEST,Amitriptyline hydrochloride,145634,215222.18000000002
202209,2022,SOUTH WEST,Amitriptyline hydrochloride,144991,216788.55
202210,2022,SOUTH WEST,Amitriptyline hydrochloride,144644,218476.20000000004
202211,2022,SOUTH WEST,Amitriptyline hydrochloride,148572,226252.49000000014
202212,2022,SOUTH WEST,Amitriptyline hydrochloride,146629,229312.02999999997
202301,2023,SOUTH WEST,Amitriptyline hydrochloride,147555,239182.63
202302,2023,SOUTH WEST,Amitriptyline hydrochloride,136171,219767.8999999999
202303,2023,SOUTH WEST,Amitriptyline hydrochloride,155989,251766.07000000012
202304,2023,SOUTH WEST,Amitriptyline hydrochloride,139845,231875.98000000007
202305,2023,SOUTH WEST,Amitriptyline hydrochloride,146722,239138.64999999994
202306,2023,SOUTH WEST,Amitriptyline hydrochloride,148691,245564.1100000001
202307,2023,SOUTH WEST,Amitriptyline hydrochloride,144363,231082.97
202308,2023,SOUTH WEST,Amitriptyline hydrochloride,148741,239824.92000000016
202309,2023,SOUTH WEST,Amitriptyline hydrochloride,144021,232463.52
202310,2023,SOUTH WEST,Amitriptyline hydrochloride,147838,215111.92999999996
202311,2023,SOUTH WEST,Amitriptyline hydrochloride,149486,216457.92000000007
202312,2023,SOUTH WEST,Amitriptyline hydrochloride,148412,214920.43999999994
202401,2024,SOUTH WEST,Amitriptyline hydrochloride,153139,221722.69999999995
202402,2024,SOUTH WEST,Amitriptyline hydrochloride,142279,207175.53999999995
202403,2024,SOUTH WEST,Amitriptyline hydrochloride,146034,212507.88
202404,2024,SOUTH WEST,Amitriptyline hydrochloride,148480,206982.26999999993
202405,2024,SOUTH WEST,Amitriptyline hydrochloride,153360,214261.5599999999
202406,2024,SOUTH WEST,Amitriptyline hydrochloride,142863,202710.46999999994
202407,2024,SOUTH WEST,Amitriptyline hydrochloride,153013,262692.31
